Aging%20And%20Adult%20Services%20Commission-Hinton%2C%20Anne-Ground%20Floor%20Public%20Affairs-Lyft,1
Aging%20And%20Adult%20Services%20Commission-Hinton%2C%20Anne-Ground%20Floor%20Public%20Affairs-Zen%20Hospice%20Project,3
Airport%20Commission-Cheong%2C%20Eva-Patty-Jo%20Rutland%20Consulting%20Llc-Uber,2
Airport%20Commission-Martin%2C%20John-Platinum%20Advisors-Supershuttle,2
Airport%20Commission-Potter%2C%20Julian-Patty-Jo%20Rutland%20Consulting%20Llc-Uber,2
Arts%20Commission-Lazar%2C%20Howard-Karin%20Flood-Usbid,1
Assessor-Recorder%20Office%20Of%20The-Chiu%2C%20Carmen-Visa-Visa%2C%20Inc,1
Assessor-Recorder%20Office%20Of%20The-Chu%2C%20Carmen-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Assessor-Recorder%20Office%20Of%20The-Chu%2C%20Carmen-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Assessor-Recorder%20Office%20Of%20The-Chu%2C%20Carmen-Sfaa-Sfaa,1
Assessor-Recorder%20Office%20Of%20The-Mccaffrey%2C%20Eddie-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,1
Board%20Of%20Appeals-Goldstein%2C%20Cynthia-Hanson%20Bridgett%20Llp-American%20Airporter%20Shuttle/philip%20Achilles,2
Board%20Of%20Appeals-Goldstein%2C%20Cynthia-Hanson%20Bridgett%20Llp-Migsif%20Llc,1
Board%20Of%20Appeals-Goldstein%2C%20Cynthia-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Simon%20Michael,1
Board%20Of%20Education-Haney%2C%20Matt-Barbary%20Coast%20Consulting-Rag%20%26%20Bone,3
Board%20Of%20Education-Norton%2C%20Jane-Barbary%20Coast%20Consulting-Rag%20%26%20Bone,2
Board%20Of%20Education-Norton%2C%20Rachael-Sfaa-Maximus%20Realty%20Partners,1
Board%20Of%20Education-Norton%2C%20Rachel-Ground%20Floor%20Public%20Affairs-Sfciti%3A%20San%20Francisco%20Citizens%20Initiative%20For%20Technology%20And%20Innovation,1
Board%20Of%20Supervisors-Ang%2C%20April-Barbary%20Coast%20Consulting-Real%20Tex%20Group,1
Board%20Of%20Supervisors-Ang%2C%20April-Barbary%20Coast%20Consulting-Realtex,1
Board%20Of%20Supervisors-Avalos%2C%20John-Airbnb-Airbnb,3
Board%20Of%20Supervisors-Avalos%2C%20John-Barbary%20Coast%20Consulting-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Avalos%2C%20John-Barbary%20Coast%20Consulting-Umpqua%20Bank,2
Board%20Of%20Supervisors-Avalos%2C%20John-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,6
Board%20Of%20Supervisors-Avalos%2C%20John-Goodyear%20Peterson%20Hayward%20%26%20Associates-Integral%20Development%20Llc,1
Board%20Of%20Supervisors-Avalos%2C%20John-Goodyear-Peterson%2C%20Llc-Facebook,1
Board%20Of%20Supervisors-Avalos%2C%20John-Moscone%20Emblidge%20Sater%20%26%20Otis-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Avalos%2C%20John-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Avalos%2C%20John-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Avalos%2C%20John-Patty-Jo%20Rutland%20Consulting%20Llc-Uber,1
Board%20Of%20Supervisors-Avalos%2C%20John-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,1
Board%20Of%20Supervisors-Avalos%2C%20John-Self-Cornerstone%20Consulting%20%26%20Technology%2C%20Inc.,4
Board%20Of%20Supervisors-Breed%2A%2C%20London-Bmwl%20%26%20Partners%2C%20Inc-American%20Beverage%20Association,2
Board%20Of%20Supervisors-Breed%2A%2C%20London-Bmwl%20%26%20Partners%2C%20Inc-No%20On%20E%20Stop%20Unfair%20Beverage%20Taxes,1
Board%20Of%20Supervisors-Breed%2C%20London-Airbnb-Airbnb,2
Board%20Of%20Supervisors-Breed%2C%20London-Baybio-Baybio,4
Board%20Of%20Supervisors-Breed%2C%20London-Bergdavis%20Public%20Affairs-Westlake%20Urban%2Cllc,1
Board%20Of%20Supervisors-Breed%2C%20London-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,7
Board%20Of%20Supervisors-Breed%2C%20London-Goodyear-Peterson%2C%20Llc-Facebook,1
Board%20Of%20Supervisors-Breed%2C%20London-Ground%20Floor%20Public%20Affairs-Airbnb,1
Board%20Of%20Supervisors-Breed%2C%20London-Ground%20Floor%20Public%20Affairs-Lyft,1
Board%20Of%20Supervisors-Breed%2C%20London-Ground%20Floor%20Public%20Affairs-Square%2C%20Inc.,1
Board%20Of%20Supervisors-Breed%2C%20London-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Breed%2C%20London-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Breed%2C%20London-Patty-Jo%20Rutland%20Consulting%20Llc-Uber,1
Board%20Of%20Supervisors-Breed%2C%20London-Platinum%20Advisors-Boston%20Properties%20Limited%20Partnership,1
Board%20Of%20Supervisors-Breed%2C%20London-Platinum%20Advisors-Wasserman%20Media%20Group,2
Board%20Of%20Supervisors-Breed%2C%20London-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Boston%20Properties,1
Board%20Of%20Supervisors-Breed%2C%20London-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,1
Board%20Of%20Supervisors-Breed%2C%20London-San%20Francisco%20Association%20Of%20Realtors-San%20Francisco%20Association%20Of%20Realtors,6
